_key,No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
1,1,AAPL,Apple Inc.,Technology,Consumer Electronics,USA,2420.23B,32.94,146.77,-1.49%,"99,794,962"
2,2,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,2131.80B,39.00,286.54,-0.87%,"31,724,861"
3,3,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,USA,1878.12B,36.46,2735.93,-2.04%,"2,027,498"
4,4,AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,USA,1819.58B,69.01,3626.39,-1.98%,"4,078,949"
5,5,GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,USA,1738.34B,33.36,2638.00,-1.59%,"2,633,299"
6,6,FB,"Facebook, Inc.",Communication Services,Internet Content & Information,USA,990.45B,31.51,367.81,-1.25%,"15,069,924"
7,7,TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,USA,621.14B,649.98,644.78,-1.95%,"32,667,497"
8,8,NVDA,NVIDIA Corporation,Technology,Semiconductors,USA,479.55B,91.08,192.08,-0.45%,"24,647,230"
9,9,PYPL,"PayPal Holdings, Inc.",Financial,Credit Services,USA,347.45B,68.46,300.48,-2.06%,"6,867,095"
10,10,ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,306.05B,55.14,745.60,-1.13%,"867,249"
11,11,ADBE,Adobe Inc.,Technology,Software - Infrastructure,USA,293.52B,53.45,618.28,-0.41%,"1,523,137"
12,12,CMCSA,Comcast Corporation,Communication Services,Entertainment,USA,266.41B,23.18,58.56,-0.24%,"10,292,428"
13,13,CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,USA,230.05B,22.94,55.28,-0.34%,"14,628,103"
14,14,NFLX,"Netflix, Inc.",Communication Services,Entertainment,USA,228.46B,54.89,518.91,0.47%,"2,748,254"
15,15,INTC,Intel Corporation,Technology,Semiconductors,USA,226.73B,11.95,53.18,-2.08%,"39,628,454"
16,16,PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USA,215.53B,26.72,157.94,0.55%,"4,005,094"
17,17,AVGO,Broadcom Inc.,Technology,Semiconductors,USA,192.27B,44.20,475.36,-1.43%,"1,420,719"
18,18,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA,184.98B,39.90,424.34,0.26%,"1,648,669"
19,19,TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,USA,181.51B,66.55,144.82,-0.10%,"4,087,544"
20,20,AZN,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,United Kingdom,177.28B,38.00,57.46,1.18%,"15,255,515"
21,21,TXN,Texas Instruments Incorporated,Technology,Semiconductors,USA,168.28B,25.82,185.13,-1.66%,"4,497,583"
22,22,HON,Honeywell International Inc.,Industrials,Specialty Industrial Machinery,USA,162.38B,35.26,230.36,0.48%,"2,165,952"
23,23,QCOM,QUALCOMM Incorporated,Technology,Semiconductors,USA,156.29B,20.19,140.93,-1.79%,"7,439,976"
24,24,CHTR,"Charter Communications, Inc.",Communication Services,Entertainment,USA,155.03B,41.31,726.75,-0.40%,"646,621"
25,25,SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,USA,144.56B,150.93,126.03,-0.02%,"5,831,386"
26,26,INTU,Intuit Inc.,Technology,Software - Application,USA,140.97B,66.95,522.91,-1.21%,"970,989"
27,27,AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,USA,138.89B,20.26,244.68,-0.16%,"2,153,672"
28,28,SNY,Sanofi,Healthcare,Drug Manufacturers - General,France,129.48B,9.04,51.60,-0.06%,"1,413,593"
29,29,MRNA,"Moderna, Inc.",Healthcare,Biotechnology,USA,122.32B,261.96,328.50,-2.19%,"17,172,249"
30,30,AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,122.18B,28.12,134.90,-2.59%,"6,288,286"
31,31,ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,USA,115.49B,72.85,975.08,0.93%,"354,339"
32,32,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,109.48B,38.64,91.03,-0.86%,"67,840,192"
33,33,ZM,"Zoom Video Communications, Inc.",Communication Services,Telecom Services,USA,108.95B,126.83,367.54,-1.50%,"3,068,474"
34,34,PDD,Pinduoduo Inc.,Consumer Cyclical,Internet Retail,China,107.51B,-,79.53,-10.35%,"27,624,372"
35,35,JD,"JD.com, Inc.",Consumer Cyclical,Internet Retail,China,106.50B,12.84,64.77,-1.98%,"44,127,950"
36,36,BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,USA,91.87B,132.86,2246.19,0.69%,"308,783"
37,37,MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,USA,90.15B,24.76,65.23,0.60%,"6,870,057"
38,38,LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,USA,88.19B,26.29,622.59,-2.78%,"1,478,734"
39,39,ADP,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,87.26B,36.17,207.89,0.79%,"2,069,658"
40,40,ABNB,"Airbnb, Inc.",Communication Services,Internet Content & Information,USA,86.59B,-,141.58,-0.30%,"5,081,569"
41,41,GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,USA,85.99B,334.61,68.93,0.26%,"5,790,270"
42,42,MU,"Micron Technology, Inc.",Technology,Semiconductors,USA,83.10B,20.49,74.22,-2.73%,"23,786,890"
43,43,MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,Argentina,77.66B,-,1580.00,-0.36%,"370,801"
44,44,FISV,"Fiserv, Inc.",Technology,Information Technology Services,USA,75.27B,89.73,114.68,2.99%,"8,201,586"
45,45,CME,CME Group Inc.,Financial,Financial Data & Stock Exchanges,USA,75.19B,39.72,211.92,0.71%,"1,057,969"
46,46,EQIX,"Equinix, Inc. (REIT)",Real Estate,REIT - Specialty,USA,74.27B,184.25,841.83,1.49%,"390,925"
47,47,CSX,CSX Corporation,Industrials,Railroads,USA,73.26B,21.95,32.38,-1.55%,"8,996,465"
48,48,ILMN,"Illumina, Inc.",Healthcare,Diagnostics & Research,USA,69.70B,114.04,486.25,-1.07%,"517,455"
49,49,BNTX,BioNTech SE,Healthcare,Biotechnology,Germany,68.35B,53.06,284.00,-0.79%,"4,306,073"
50,50,ADSK,"Autodesk, Inc.",Technology,Software - Application,USA,66.92B,52.77,308.25,-1.71%,"1,036,692"
51,51,TEAM,Atlassian Corporation Plc,Technology,Software - Application,Australia,65.73B,-,264.97,-0.96%,"880,653"
52,52,ATVI,"Activision Blizzard, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,64.57B,28.35,84.05,-6.76%,"23,097,806"
53,53,NTES,"NetEase, Inc.",Communication Services,Internet Content & Information,China,64.42B,29.70,88.32,-1.21%,"10,638,591"
54,54,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,61.95B,16.44,581.01,0.56%,"468,270"
55,55,ADI,"Analog Devices, Inc.",Technology,Semiconductors,USA,59.41B,38.80,162.59,-0.80%,"4,024,148"
56,56,DOCU,"DocuSign, Inc.",Technology,Software - Application,USA,58.75B,-,302.04,-1.22%,"1,711,562"
57,57,BIDU,"Baidu, Inc.",Communication Services,Internet Content & Information,China,57.69B,7.35,157.83,-2.80%,"12,944,338"
58,58,IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,USA,57.68B,88.41,686.95,0.19%,"271,266"
59,59,CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,USA,56.94B,-,257.84,-2.64%,"2,340,397"
60,60,WDAY,"Workday, Inc.",Technology,Software - Application,USA,56.38B,-,230.66,-3.33%,"7,703,027"
61,61,ROKU,"Roku, Inc.",Communication Services,Entertainment,USA,54.01B,563.64,459.37,-4.20%,"10,488,262"
62,62,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,Netherlands,53.01B,134.71,194.25,-1.97%,"2,008,635"
63,63,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,USA,51.34B,19.30,202.85,1.97%,"1,817,600"
64,64,BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,USA,50.43B,17.52,333.96,0.61%,"925,564"
65,65,LULU,Lululemon Athletica Inc.,Consumer Cyclical,Apparel Retail,Canada,50.07B,72.68,391.43,-1.01%,"645,071"
66,66,KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,USA,49.86B,33.09,35.51,-1.50%,"5,939,222"
67,67,COIN,"Coinbase Global, Inc.",Technology,Software - Application,USA,49.31B,100.55,235.08,-4.22%,"5,604,080"
68,68,MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,USA,48.78B,35.12,95.18,-0.85%,"3,223,598"
69,69,ALGN,"Align Technology, Inc.",Healthcare,Medical Devices,USA,48.70B,108.77,625.51,-1.58%,"485,098"
70,70,EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,USA,48.26B,18.83,72.29,-1.32%,"8,122,228"
71,71,KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,USA,47.52B,110.31,39.27,-0.63%,"3,478,897"
72,72,MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,USA,46.76B,-,57.98,-1.65%,"6,028,005"
73,73,MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,USA,46.48B,-,143.45,0.67%,"1,659,443"
74,74,KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,USA,46.42B,25.93,309.00,-3.02%,"1,072,286"
75,75,TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,45.70B,17.27,203.39,-1.38%,"881,641"
76,76,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,45.66B,42.29,47.24,1.79%,"3,585,528"
77,77,VOD,Vodafone Group Plc,Communication Services,Telecom Services,United Kingdom,44.22B,366.44,16.49,-0.12%,"3,004,607"
78,78,AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,44.10B,19.94,89.39,1.95%,"3,528,027"
79,79,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,USA,43.49B,91.82,271.14,-0.44%,"731,871"
80,80,ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,USA,43.27B,50.03,121.63,-0.62%,"2,138,697"
81,81,MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,USA,42.47B,81.99,162.18,-1.25%,"1,416,365"
82,82,DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,USA,42.45B,86.51,448.58,-0.88%,"476,198"
83,83,SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,USA,42.38B,54.60,281.16,-0.96%,"523,617"
84,84,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,USA,42.19B,23.14,616.47,-0.50%,"351,085"
85,85,WBA,"Walgreens Boots Alliance, Inc.",Healthcare,Pharmaceutical Retailers,USA,40.46B,20.22,46.82,-0.91%,"5,071,289"
86,86,ALXN,"Alexion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,40.45B,59.40,183.00,0.00%,0
87,87,CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,40.41B,40.94,388.86,0.02%,"333,722"
88,88,PAYX,"Paychex, Inc.",Industrials,Staffing & Employment Services,USA,40.26B,37.37,113.22,0.48%,"1,225,515"
89,89,EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,USA,39.80B,49.56,141.93,-2.29%,"2,108,731"
90,90,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,39.14B,61.33,143.27,-1.17%,"1,491,146"
91,91,ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,Sweden,38.30B,16.74,11.45,-1.72%,"6,994,299"
92,92,MCHP,Microchip Technology Incorporated,Technology,Semiconductors,USA,37.03B,104.74,135.95,-2.47%,"2,015,336"
93,93,SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,USA,36.94B,287.59,340.79,0.77%,"383,296"
94,94,XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,USA,36.82B,23.94,69.46,1.68%,"2,431,814"
95,95,BILI,Bilibili Inc.,Communication Services,Electronic Gaming & Multimedia,China,36.29B,-,82.73,-5.41%,"15,316,619"
96,96,TTD,"The Trade Desk, Inc.",Technology,Software - Application,USA,35.92B,170.12,82.68,1.51%,"10,104,818"
97,97,CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,USA,35.84B,24.26,69.13,-0.43%,"3,582,561"
98,98,PTON,"Peloton Interactive, Inc.",Consumer Cyclical,Leisure,USA,35.64B,181.41,121.36,-1.08%,"4,039,508"
99,99,TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,China,35.30B,5.59,25.99,2.52%,"12,632,373"
100,100,CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,USA,34.84B,151.65,89.02,-0.28%,"1,556,297"
101,101,CPRT,"Copart, Inc.",Industrials,Specialty Business Services,USA,34.29B,41.42,146.06,0.08%,"781,409"
102,102,DDOG,"Datadog, Inc.",Technology,Software - Application,USA,33.49B,-,109.62,-0.15%,"1,348,430"
103,103,LBRDA,Liberty Broadband Corporation,Communication Services,Entertainment,USA,32.87B,69.11,170.64,-0.62%,"45,664"
104,104,XLNX,"Xilinx, Inc.",Technology,Semiconductors,USA,31.89B,50.15,131.00,-3.28%,"3,402,151"
105,105,OKTA,"Okta, Inc.",Technology,Software - Infrastructure,USA,31.87B,-,248.30,-1.86%,"1,687,542"
106,106,ZS,"Zscaler, Inc.",Technology,Software - Infrastructure,USA,31.50B,-,233.03,-0.64%,"1,023,730"
107,107,SIVB,SVB Financial Group,Financial,Banks - Regional,USA,31.06B,15.84,554.32,-1.88%,"266,335"
108,108,FAST,Fastenal Company,Industrials,Industrial Distribution,USA,30.84B,36.14,54.39,0.07%,"4,743,626"
109,109,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,USA,30.80B,26.01,188.16,-2.40%,"1,879,784"
110,110,ANSS,"ANSYS, Inc.",Technology,Software - Application,USA,30.75B,68.39,359.85,-0.94%,"222,252"
111,111,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,USA,30.08B,27.49,185.69,-0.48%,"634,996"
112,112,VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,USA,30.07B,43.42,186.70,-0.06%,"669,296"
113,113,ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,USA,29.41B,41.34,259.27,0.19%,"786,788"
114,114,PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,USA,29.23B,20.89,84.61,-2.65%,"3,363,625"
115,115,GMAB,Genmab A/S,Healthcare,Biotechnology,Denmark,28.78B,-,44.05,-0.07%,"245,873"
116,116,GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,Switzerland,28.63B,27.80,152.04,-0.82%,"580,252"
117,117,LSXMA,The Liberty SiriusXM Group,Communication Services,Broadcasting,USA,28.57B,18.22,47.75,3.04%,"930,278"
118,118,LBRDK,Liberty Broadband Corporation,Communication Services,Entertainment,USA,28.30B,71.98,176.64,-0.47%,"578,901"
119,119,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,USA,28.25B,45.22,540.18,-0.94%,"232,762"
120,120,SIRI,Sirius XM Holdings Inc.,Communication Services,Broadcasting,USA,27.66B,745.56,6.71,5.17%,"41,932,137"
121,121,FWONA,Formula One Group,Communication Services,Broadcasting,USA,27.49B,-,41.80,-0.88%,"135,297"
122,122,BATRA,The Liberty Braves Group,Communication Services,Entertainment,USA,27.11B,-,27.08,-1.13%,"60,341"
123,123,VIAC,ViacomCBS Inc.,Communication Services,Entertainment,USA,26.78B,9.55,41.34,-1.94%,"7,577,683"
124,124,WLTW,Willis Towers Watson Public Limited Company,Financial,Insurance Brokers,United Kingdom,26.56B,18.03,206.00,-0.03%,"5,299,838"
125,125,LI,Li Auto Inc.,Consumer Cyclical,Auto Manufacturers,China,26.05B,-,26.48,-13.94%,"24,473,122"
126,126,ZG,"Zillow Group, Inc.",Communication Services,Internet Content & Information,USA,26.02B,616.95,107.35,-2.32%,"333,942"
127,127,VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,USA,25.90B,39.74,219.17,-1.70%,"547,494"
128,128,SGEN,Seagen Inc.,Healthcare,Biotechnology,USA,25.80B,40.09,144.42,0.98%,"725,479"
129,129,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,25.78B,10.61,36.38,0.17%,"4,168,060"
130,130,MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors,USA,25.68B,33.49,96.81,-2.43%,"3,216,773"
131,131,IBKR,"Interactive Brokers Group, Inc.",Financial,Capital Markets,USA,25.38B,17.01,60.45,-0.33%,"607,784"
132,132,CDW,CDW Corporation,Technology,Information Technology Services,USA,24.93B,30.67,181.30,-0.15%,"528,376"
133,133,BGNE,"BeiGene, Ltd.",Healthcare,Biotechnology,China,24.54B,-,269.25,-1.96%,"839,353"
134,134,ETSY,"Etsy, Inc.",Consumer Cyclical,Internet Retail,USA,24.50B,57.77,199.48,-3.19%,"2,783,721"
135,135,YNDX,Yandex N.V.,Communication Services,Internet Content & Information,Netherlands,24.20B,119.46,68.21,-2.28%,"2,031,710"
136,136,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,23.84B,-,163.72,0.63%,"1,891,683"
137,137,RPRX,Royalty Pharma plc,Healthcare,Biotechnology,USA,23.82B,26.33,39.20,-1.26%,"1,562,794"
138,138,CERN,Cerner Corporation,Healthcare,Health Information Services,USA,23.80B,30.37,79.35,1.35%,"2,607,037"
139,139,ENPH,"Enphase Energy, Inc.",Technology,Solar,USA,23.56B,281.53,172.86,-2.16%,"2,736,815"
140,140,NTRS,Northern Trust Corporation,Financial,Asset Management,USA,23.22B,19.14,112.22,-0.25%,"815,314"
141,141,SPLK,Splunk Inc.,Technology,Software - Infrastructure,USA,22.93B,-,140.55,-0.76%,"1,497,463"
142,142,MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,USA,22.81B,-,360.49,0.65%,"778,081"
143,143,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,USA,22.79B,15.93,99.00,-1.58%,"1,718,905"
144,144,DISH,DISH Network Corporation,Communication Services,Entertainment,USA,22.74B,11.06,42.87,0.40%,"2,026,214"
145,145,APP,AppLovin Corporation,Technology,Software - Application,USA,22.61B,-,62.65,0.13%,"485,637"
146,146,XP,XP Inc.,Financial,Capital Markets,Brazil,22.41B,49.58,40.56,-3.68%,"2,600,425"
147,147,HZNP,Horizon Therapeutics Public Limited Company,Healthcare,Drug Manufacturers - General,Ireland,22.33B,86.99,100.30,0.67%,"763,871"
148,148,RYAAY,Ryanair Holdings plc,Industrials,Airlines,Ireland,21.99B,-,108.93,1.58%,"341,859"
149,149,EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,USA,21.01B,25.09,126.35,-2.51%,"1,428,369"
150,150,ZI,ZoomInfo Technologies Inc.,Technology,Software - Application,USA,20.84B,-,53.65,-1.34%,"1,359,213"
151,151,ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,20.69B,-,176.59,-0.85%,"347,043"
152,152,TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,USA,20.65B,24.56,184.36,-1.97%,"915,412"
153,153,QRVO,"Qorvo, Inc.",Technology,Semiconductors,USA,20.64B,29.53,187.15,-2.53%,"952,568"
154,154,HBAN,Huntington Bancshares Incorporated,Financial,Banks - Regional,USA,20.44B,12.14,13.91,-0.07%,"7,991,148"
155,155,TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,USA,20.42B,47.22,82.49,-0.89%,"662,138"
156,156,FOXA,Fox Corporation,Communication Services,Broadcasting,USA,20.32B,10.77,36.20,-0.98%,"1,531,257"
157,157,TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,USA,20.20B,28.05,123.46,-3.12%,"2,384,289"
158,158,TW,Tradeweb Markets Inc.,Financial,Capital Markets,USA,20.17B,90.26,86.92,-0.55%,"270,332"
159,159,TXG,"10x Genomics, Inc.",Healthcare,Health Information Services,USA,20.00B,-,179.75,0.10%,"506,794"
160,160,FOX,Fox Corporation,Communication Services,Broadcasting,USA,19.93B,10.12,33.96,-1.05%,"691,169"
161,161,XM,Qualtrics International Inc.,Technology,Software - Application,USA,19.79B,-,38.20,-3.92%,"1,605,284"
162,162,CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,19.78B,-,92.51,-0.79%,"1,899,668"
163,163,DKNG,DraftKings Inc.,Consumer Cyclical,Gambling,USA,19.52B,-,48.77,-0.91%,"8,059,388"
164,164,EXAS,Exact Sciences Corporation,Healthcare,Diagnostics & Research,USA,19.22B,-,111.95,-1.30%,"1,112,952"
165,165,Z,"Zillow Group, Inc.",Communication Services,Internet Content & Information,USA,19.21B,465.68,106.64,-1.96%,"2,853,756"
166,166,TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,19.15B,32.96,167.50,-3.12%,"1,472,244"
167,167,AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,USA,19.11B,33.68,119.85,0.53%,"969,584"
168,168,SSNC,"SS&C Technologies Holdings, Inc.",Technology,Software - Application,USA,19.04B,28.62,75.03,-0.50%,"1,460,158"
169,169,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,Ireland,18.96B,15.68,85.18,-1.26%,"2,101,741"
170,170,LOGI,Logitech International S.A.,Technology,Computer Hardware,Switzerland,18.94B,19.71,108.45,-10.28%,"4,071,314"
171,171,WDC,Western Digital Corporation,Technology,Computer Hardware,USA,18.90B,55.19,62.36,-2.97%,"3,909,107"
172,172,NVCR,NovoCure Limited,Healthcare,Medical Instruments & Supplies,USA,18.71B,1717.71,180.36,-1.92%,"391,496"
173,173,CINF,Cincinnati Financial Corporation,Financial,Insurance - Property & Casualty,USA,18.66B,6.14,116.05,-0.62%,"552,016"
174,174,GRUB,Just Eat Takeaway.com N.V.,Communication Services,Internet Content & Information,Netherlands,18.52B,-,17.50,6.45%,"4,123,597"
175,175,POOL,Pool Corporation,Consumer Cyclical,Leisure,USA,18.45B,35.88,471.87,1.05%,"236,624"
176,176,ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,USA,18.42B,39.28,337.52,-1.96%,"486,630"
177,177,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,18.36B,9.91,72.19,0.92%,"1,885,658"
178,178,WMG,Warner Music Group Corp.,Communication Services,Entertainment,USA,18.35B,-,36.57,-2.30%,"261,158"
179,179,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,USA,18.22B,110.67,407.26,-1.38%,"509,498"
180,180,TECH,Bio-Techne Corporation,Healthcare,Biotechnology,USA,18.21B,103.18,473.60,0.31%,"70,785"
181,181,LYFT,"Lyft, Inc.",Technology,Software - Application,USA,17.64B,-,53.32,-1.97%,"3,369,572"
182,182,BPY,Brookfield Property Partners L.P.,Real Estate,Real Estate Services,Bermuda,17.43B,-,18.59,0.00%,0
183,183,PODD,Insulet Corporation,Healthcare,Medical Devices,USA,17.36B,1991.42,266.85,1.21%,"270,772"
184,184,MKTX,MarketAxess Holdings Inc.,Financial,Capital Markets,USA,17.32B,61.74,466.72,-0.05%,"189,066"
185,185,NTAP,"NetApp, Inc.",Technology,Computer Hardware,USA,17.27B,24.22,77.96,-0.75%,"1,181,434"
186,186,ICLR,ICON Public Limited Company,Healthcare,Diagnostics & Research,Ireland,17.11B,32.76,223.67,3.56%,"695,118"
187,187,JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,USA,17.10B,29.52,165.39,-0.10%,"375,820"
188,188,PFG,"Principal Financial Group, Inc.",Financial,Insurance - Diversified,USA,16.97B,10.64,62.55,-0.14%,"1,057,766"
189,189,STNE,StoneCo Ltd.,Technology,Software - Application,Cayman Islands,16.94B,102.72,55.47,-2.43%,"4,657,655"
190,190,WIX,Wix.com Ltd.,Technology,Software - Infrastructure,Israel,16.80B,-,297.24,-2.45%,"344,368"
191,191,NICE,NICE Ltd.,Technology,Software - Application,Israel,16.74B,89.92,274.81,-2.33%,"238,487"
192,192,VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA,16.73B,-,13.91,0.51%,"5,180,150"
193,193,BSY,"Bentley Systems, Incorporated",Technology,Software - Application,USA,16.69B,116.05,60.23,-1.47%,"1,127,115"
194,194,INCY,Incyte Corporation,Healthcare,Biotechnology,USA,16.65B,35.15,76.34,-1.25%,"1,998,621"
195,195,CG,The Carlyle Group Inc.,Financial,Asset Management,USA,16.39B,9.39,46.86,-0.11%,"2,381,649"
196,196,PTC,PTC Inc.,Technology,Software - Application,USA,16.30B,76.46,143.60,-5.10%,"888,812"
197,197,CHKP,Check Point Software Technologies Ltd.,Technology,Software - Application,Israel,16.23B,20.13,123.08,1.64%,"1,172,336"
198,198,PPD,"PPD, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,16.07B,86.21,45.95,-0.11%,"1,571,037"
199,199,UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,USA,15.88B,-,48.65,-1.64%,"10,508,056"
200,200,AFRM,"Affirm Holdings, Inc.",Technology,Information Technology Services,USA,15.86B,-,59.50,0.13%,"1,608,152"
201,201,COUP,Coupa Software Incorporated,Technology,Software - Application,USA,15.78B,-,216.31,-4.00%,"1,487,599"
202,202,NUAN,"Nuance Communications, Inc.",Technology,Software - Application,USA,15.72B,1251.14,55.05,-0.16%,"4,946,943"
203,203,FUTU,Futu Holdings Limited,Financial,Capital Markets,Hong Kong,15.65B,45.80,98.74,-14.47%,"17,789,647"
204,204,ENTG,"Entegris, Inc.",Technology,Semiconductor Equipment & Materials,USA,15.61B,49.80,116.44,-1.95%,"964,014"
205,205,ARGX,argenx SE,Healthcare,Biotechnology,Netherlands,15.45B,-,301.06,-0.43%,"169,652"
206,206,ACGL,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,15.39B,9.51,38.53,-0.46%,"1,659,584"
207,207,PLUG,Plug Power Inc.,Industrials,Electrical Equipment & Parts,USA,15.38B,-,26.55,-1.92%,"15,219,101"
208,208,ON,ON Semiconductor Corporation,Technology,Semiconductors,USA,15.09B,45.46,35.82,-2.37%,"4,413,158"
209,209,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,USA,14.94B,20.08,50.06,-1.80%,"1,991,822"
210,210,LBTYA,Liberty Global plc,Communication Services,Entertainment,United Kingdom,14.85B,-,26.30,-0.04%,"919,153"
211,211,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,14.74B,21.91,25.48,-0.78%,"2,985,080"
212,212,LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,USA,14.67B,24.28,59.73,1.93%,"1,026,158"
213,213,IEP,Icahn Enterprises L.P.,Industrials,Conglomerates,USA,14.65B,-,57.64,-0.05%,"109,931"
214,214,BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,USA,14.58B,-,78.33,1.27%,"919,995"
215,215,MASI,Masimo Corporation,Healthcare,Medical Instruments & Supplies,USA,14.58B,68.14,268.80,0.98%,"199,737"
216,216,CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments,USA,14.58B,66.52,84.15,-1.56%,"349,931"
217,217,ABMD,"Abiomed, Inc.",Healthcare,Medical Devices,USA,14.38B,65.20,321.96,-0.94%,"146,469"
